# recorded output from l2race
# format version: 1.1
# Creation_time="03:45AM July 01 2021"
# Creation_time="1625103926733" (epoch ms)
# Username="marcinpaluch"
# track_name="oval_easy"
# car_name="MarcinMac.local:marcinpaluch-XG"
# length_m="4.0"
# width_m="2.0"
time,cmd.auto,cmd.steering,cmd.throttle,cmd.brake,cmd.reverse,pos.x,pos.y,vel.x,vel.y,speed,accel.x,accel.y,steering_angle,body_angle,yaw_rate,drift_angle
3.749344112000001,1,0.587574330008946,1.0,0,0,54.602453444005036,18.900000051949533,0.11769842645602,6.232883783961947e-06,0.11769842662105551,2.823157894736842,0.0,4.777361629888784,0.00303417764736355,0.2185396316810429,0.000000
3.802742813,1,0.587574330008946,1.0,0,0,54.61276339269436,18.900003220187102,0.2684513372939632,0.00016967862314056447,0.26845139091789477,2.823157894736842,0.0,10.896402027450685,0.03621463682355189,1.148133981582204,0.000000
3.853970628000001,1,0.587574330008946,1.0,0,0,54.63021994236841,18.900027978662482,0.4130744836351718,0.0009609007215272315,0.41307560126526527,2.823157894736842,0.0,16.76667721380471,0.13328215309579988,2.764971026151187,0.000000
3.904709898,1,0.585901072616942,1.0,0,0,54.65481298689328,18.900120517141804,0.5563130524297684,0.002892483146310298,0.5563205719389477,2.823157894736842,0.0,16.76667721380471,0.29789986501179566,3.7237983990157093,0.000000
3.9573245860000004,1,0.5838155332814977,1.0,0,0,54.68799043597493,18.90035732100858,0.7048311167005882,0.0063968094544318566,0.7048601437452642,2.823157894736842,0.0,16.76667721380471,0.5199828909938599,4.718065818888471,0.000000
4.000238559,1,0.5813057918289917,1.0,0,0,54.72083638513109,18.9007159764683,0.825945764154693,0.010544141063571084,0.8260130654147356,2.823157894736842,0.0,16.768854797200504,0.731406336179848,5.52977820333927,0.000000
4.051293146000001,1,0.5782430205752398,1.0,0,0,54.76668207014734,18.901419684425505,0.9699923059203713,0.017392711485435523,0.970148225766318,2.823157894736842,0.0,15.592876684386226,1.0272475132485086,6.01504365596111,0.000000
4.104254812000001,1,0.5748111438430578,1.0,0,0,54.82200978999229,18.902583949270333,1.119340491083032,0.02705341512228149,1.119667371252633,2.823157894736842,0.0,16.90292864013486,1.3845159800125402,7.559198964823094,0.000000
4.155618410000001,1,0.5719658856843325,1.0,0,0,54.88322045834591,18.904276883930105,1.2640616397365179,0.03938045580170653,1.2646749184484225,2.823157894736842,0.0,15.85390342159343,1.784410105599169,7.979297801050838,0.000000
4.206806117999999,1,0.5683888576085764,1.0,0,0,54.95161264292622,18.906675370336135,1.408115589075295,0.05491256409257453,1.4091859004021032,2.823157894736842,0.0,17.081455871970114,2.233243292738295,9.620483987242341,0.000000
4.248917881000001,1,0.5644789794777819,1.0,0,0,55.0134031652543,18.909305360438225,1.52645016233733,0.07042885973483202,1.5280740565768434,2.823157894736842,0.0,17.194241582617718,2.6416955692840727,10.505314191693403,0.000000
4.301121223000001,1,0.5604357595878782,1.0,0,0,55.09691191083593,18.913560315457683,1.672860534545398,0.09315661211176358,1.6754523336757916,2.823157894736842,0.0,16.042094617967425,3.1873390439164786,10.70329027617512,0.000000
4.353034695,1,0.5562112352847413,1.0,0,0,55.187528153867056,18.919050420512963,1.818110792484232,0.11917142742859764,1.8220122619957888,2.823157894736842,0.0,16.0341173265857,3.7501929911112892,11.633457177328719,0.000000
4.405405663,1,0.5525787460613099,1.0,0,0,55.28657110751467,18.926073429906012,1.9641596163444892,0.14980083008266218,1.9698637737599993,2.823157894736842,0.0,14.88730608869872,4.361341957445289,11.634456448516277,0.000000
4.455849633,1,0.5480615169810522,1.0,0,0,55.388267942303095,18.94348180908632,2.104340369303293,0.1829140896007029,2.1122750659073675,2.823157894736842,0.0,16.032252507606486,4.967794263080545,12.430647517262964,8.288278
4.5080839390000005,1,0.5439626992022633,1.0,0,0,55.49920183027413,18.970530146335793,2.248785837859415,0.22223985811999875,2.2597407592673697,2.823157894736842,0.0,14.99632166800057,5.64402020842712,13.36840091472378,8.392795
4.558855238,1,0.5398898169150639,1.0,0,0,55.613858048009,18.999939787429327,2.388356754382516,0.2655692193480305,2.4030761528652618,2.823157894736842,0.0,16.055108514913165,6.344842173748008,14.266821862037867,8.407182
