# recorded output from l2race
# format version: 1.1
# Creation_time="04:05AM July 01 2021"
# Creation_time="1625105129923" (epoch ms)
# Username="marcinpaluch"
# track_name="oval_easy"
# car_name="MarcinMac.local:marcinpaluch-IX"
# length_m="4.0"
# width_m="2.0"
time,cmd.auto,cmd.steering,cmd.throttle,cmd.brake,cmd.reverse,pos.x,pos.y,vel.x,vel.y,speed,accel.x,accel.y,steering_angle,body_angle,yaw_rate,drift_angle
1.9946844049999992,0,0.0,1.0,0.0,0,54.60062758287651,18.900000000000002,0.059527565924209436,0.0,0.059527565924209436,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.037478589999999,0,0.0,1.0,0.0,0,54.60576010073876,18.900000000000002,0.1803423071557883,0.0,0.1803423071557883,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.0918609439999987,0,0.0,1.0,0.0,0,54.61974220057195,18.900000000000002,0.33387227918526047,0.0,0.33387227918526047,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.1468267449999985,0,0.0,1.0,0.0,0,54.642358475591074,18.900000000000002,0.4890494142189441,0.0,0.4890494142189441,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.1901246599999986,0,0.0,1.0,0.0,0,54.666179595941394,18.900000000000002,0.6112862647768392,0.0,0.6112862647768392,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.241686569999999,0,0.0,1.0,0.0,0,54.701451550241394,18.900000000000002,0.7568536780610504,0.0,0.7568536780610504,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.2943087459999987,0,0.0,1.0,0.0,0,54.74518763165115,18.900000000000002,0.9054143896736816,0.0,0.9054143896736816,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.346761162,0,0.0,1.0,0.0,0,54.79656241884041,18.900000000000002,1.0534958420021063,0.0,1.0534958420021063,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.400105183999999,0,0.0,1.0,0.0,0,54.85677689164475,18.900000000000002,1.2040944388484198,0.0,1.2040944388484198,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.442368479999999,0,0.0,1.0,0.0,0,54.91018723414592,18.900000000000002,1.3234103966084192,0.0,1.3234103966084192,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.495582935,0,0.0,1.0,0.0,0,54.98460907566308,18.900000000000002,1.4736432053557902,0.0,1.4736432053557902,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.5493712399999993,0,0.0,1.0,0.0,0,55.06795780030988,18.900000000000002,1.6254960832610519,0.0,1.6254960832610519,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.6015961129999994,0,0.0,1.0,0.0,0,55.15669911997763,18.900000000000002,1.7729351457726312,0.0,1.7729351457726312,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.656110514,0,0.0,1.0,0.0,0,55.25754457589062,18.900000000000002,1.9268379073326327,0.0,1.9268379073326327,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.698608341,0,0.0,1.0,0.0,0,55.34198040368814,18.900000000000002,2.0468159831368435,0.0,2.0468159831368435,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.751955583999999,0,0.0,1.0,0.0,0,55.455189645841216,18.900000000000002,2.197423673374736,0.0,2.197423673374736,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.805345868,0,0.0,1.0,0.0,0,55.576534457276,18.900000000000002,2.3481528751515803,0.0,2.3481528751515803,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.8587766849999987,0,0.0,1.0,0.0,0,55.70602803310707,18.900000000000002,2.4989965079873664,0.0,2.4989965079873664,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.9121436669999987,0,0.0,1.0,0.0,0,55.843412160686476,18.900000000000002,2.649659924538945,0.0,2.649659924538945,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
2.9546459869999993,0,0.0,1.0,0.0,0,55.95857879753506,18.900000000000002,2.769650684791578,0.0,2.769650684791578,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
3.008128888,0,0.0,1.0,0.0,0,56.11074546055421,18.900000000000002,2.920641358983159,0.0,2.920641358983159,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
3.0613754309999983,0,0.0,1.0,0.0,0,56.27026161690697,18.900000000000002,3.070964757221049,0.0,3.070964757221049,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
3.114644103,0,0.0,1.0,0.0,0,56.43785325912476,18.900000000000002,3.2213506291200007,0.0,3.2213506291200007,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
3.1573046279999986,0,0.0,1.0,0.0,0,56.577846729485124,18.900000000000002,3.341788027067365,0.0,3.341788027067365,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
3.210667921999999,0,0.0,1.0,0.0,0,56.760195216751306,18.900000000000002,3.4924410318126293,0.0,3.4924410318126293,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
3.2640940009999984,0,0.0,1.0,0.0,0,56.950811781825145,18.900000000000002,3.643271288526312,0.0,3.643271288526312,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
3.317464295999999,0,0.0,1.0,0.0,0,57.1492749703418,18.900000000000002,3.7939440581999975,0.0,3.7939440581999975,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
3.360067827,0,0.0,1.0,0.0,0,57.31347248532683,18.900000000000002,3.9142205530863166,0.0,3.9142205530863166,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
3.4132752959999983,0,0.0,1.0,0.0,0,57.52573448312712,18.900000000000002,4.064433639252629,0.0,4.064433639252629,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
3.4666876149999997,0,0.0,1.0,0.0,0,57.74685236866953,18.900000000000002,4.215225049313686,0.0,4.215225049313686,2.823157894736842,0.0,0.0,0.0,0.0,0.000000
3.5201360129999983,1,0.5870255796372956,1.0,0,0,57.97615517245599,18.902745867463697,4.366110533349721,0.0082438252889846,4.36611831608842,2.823157894736842,0.0,5.090119973973919,0.1081822897499325,5.236223718156521,1.660163
3.5733679439999992,1,0.6029068717800926,1.0,0,0,58.21217222038622,18.916019501377445,4.516147614486731,0.047789752241477926,4.516400462343158,2.823157894736842,0.0,10.123460519012758,0.6062797640023492,13.65852773965236,4.143505
3.6160307479999982,1,0.620369933499181,1.0,0,0,58.40629668155787,18.93679253061264,4.63556975265569,0.10871098170605395,4.636844294267366,2.823157894736842,0.0,14.131384561768595,1.343424709532134,20.958032349355964,6.159929
3.669329208999999,1,0.483306319917379,1.0,0,0,58.654604493610655,18.974369322933722,4.782475599100426,0.21518600781113076,4.787314265216842,2.823157894736842,0.0,13.169041293469693,2.5762682139789193,24.38649743568432,6.879037
3.7226777859999984,1,0.48548022120163,1.0,0,0,58.90994799432777,19.020108380651482,4.926441539924736,0.33657716087559536,4.937925721547367,2.823157894736842,0.0,14.157395620471108,3.9084052332634083,25.48377014996706,6.931542
3.7780889889999987,1,0.4807030360586533,1.0,0,0,59.18226900868799,19.07573100758634,5.072220276532773,0.4744347157092046,5.094360296753683,2.823157894736842,0.0,13.129599538395755,5.343664954983302,26.276675330427576,6.893185
3.821770555999999,1,0.46875983575628327,1.0,0,0,59.40188801137903,19.125642877379384,5.184086471671142,0.5911300394809434,5.21768025748421,2.823157894736842,0.0,13.18869784766095,6.505215149403163,26.9011566571536,6.864434
3.876262635,1,0.45542770233898494,1.0,0,0,59.682066466170994,19.194475230530283,5.320085950823677,0.7415609157493943,5.371520000513686,2.823157894736842,0.0,13.14603580143543,7.9352670016269595,26.32444922683204,6.491059
3.920409555999999,1,0.4412882125471096,1.0,0,0,59.91387620467117,19.25618974480112,5.427048907019043,0.8688187235081051,5.496153729063157,2.823157894736842,0.0,13.124600248829996,9.095330119323947,26.382800990823505,6.331738
3.9731080159999994,1,0.4301490574070857,1.0,0,0,60.195946483821906,19.33749061121181,5.550468296696789,1.028364800049937,5.644929802452632,2.823157894736842,0.0,12.2320233000428,10.496470146728075,26.528515099013976,6.164939
4.027265216999998,1,0.2447132939191072,1.0,0,0,60.49263995939768,19.426833113311535,5.674863521897712,1.1877241571942059,5.797824132012629,2.823157894736842,0.0,7.423963854755632,11.821121017234166,21.096910214250048,4.698543
4.079680587999999,1,0.22163929800350546,1.0,0,0,60.788286995421295,19.51236903024545,5.799433213222959,1.3111536684919862,5.945801000456841,2.823157894736842,0.0,6.4479894683086645,12.73943497174427,15.507999686224961,3.348818
4.122907833999999,1,0.19307470515230357,1.0,0,0,61.037728070723674,19.58449078587454,5.903613934051773,1.4021428791138384,6.067838341269475,2.823157894736842,0.0,5.531722680871866,13.360536036887101,13.498194074558628,2.851793
4.176161532999998,1,0.16611127459162164,1.0,0,0,61.35168083572712,19.67642916775789,6.032679278467281,1.5075036939525337,6.218181942025262,2.823157894736842,0.0,4.579320140284402,14.030288891072233,12.060731911571672,2.480383
